ID  ※重複不可　バージョンアップで称号を追加した時にずれないようにするためのもの,"word
称号用ワード

※英語追加時、半角スペースを入れた称号は作成しない。

※英語関連は単語の最初は大文字","furigana
ふりがな","publish_type
配布・販売種別

 'shop'
 => '一般称号(販売)',
 'login'     
=> '一般称号(期間内ログインで配布)',
'medal'    
 => 'メダル称号',
 'record'    
=> '特別称号(実績に応じて配布)',
 'evet'     
 => '特別称号(イベント時プレイにより配布)'
 'special'  
 => '特別称号(手動配布)',
","index
販売・設定用索引キー

aa:あ行
ka:か行
sa:さ行
taた行
naな行
haは行
maま行
yaや行
raら行
waわ行
a-z : アルファベット
number:数字
symbol:記号
other:その他
medal:メダル
special:特別","sub_index
サブ索引キー

あ,い,う,え,お などの2番目の索引。indexがひらがなのもののみ記入してください

あかさたな・・
a,ka,sa,ta,na,. ..
いきしちに・・
i,ki,si,ti,ni, ...
うくすつぬ・・
u,ku,su,tu,nu...
・・・","publish_start
配布開始日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","publish_end
配布終了日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","event_key
対応するイベントNO

「特別称号(イベント時プレイにより配布)」で使用

※イベントフラグと
連動しますので、これ単独で設定をしても配布されることはありません

※本来はNOが入るがとりあえず、今は名前で代用","medal_key
対応するメダルNO

「メダル称号」で使用<br />

※メダルフラグと連動しますので、これ単独で設
定をしても配布されることはありません","record_key
対応する実績条件キー

「特別称号(実績に応じて配布)」で使用


※本来は条件キーが入るが、今は名前で代用","publish_status
配布ステータス

1:配布中
0:配布停止

一般称号（販売用）とイベント称号の時に使用。
これが0の時には、販売や配布を停止する

後から追加予定のものはここを0にして書いておいて頂いても大丈夫です","use_status
使用ステータス

1:称号に使用可
0:不可

0の場合には称号設定画面で選択できない

基本的には使うことはない想定のステータスだが、念のため用意

後から追加予定のものはここを0にして書いておいても大丈夫です",タイムスタンプ,メモ,パッチDLC番号,DLC番号,"称号プレート番号(仮)
1xxy
xx … キャラ番号(chrxx)
y … 0銅 1銀 2金 3虹",アンロック用文字列,キャラ番号(特別称号フィルタ),DLC番号
3333,パワフル,ぱわふる,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3334,晩,ばん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3335,繁栄,はんえい,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3336,番外位,ばんがいい,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3337,反逆,はんぎゃく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3338,反撃,はんげき,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3339,反射,はんしゃ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3340,反則的,はんそくてき,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3341,ハンター,はんたー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3342,パンダ師匠,ぱんだししょう,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3343,パンティオン,ぱんてぃおん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3344,反転,はんてん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3345,反転衝動,はんてんしょうどう,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3346,反動,はんどう,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3347,反応,はんのう,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3348,半端じゃない,はんぱじゃない,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3349,パン屋,ぱんや,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3350,汎用,はんよう,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3351,火,ひ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3352,非,ひ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
4160,鍵盤織機,ぴあのましん,shop,ha,hi,,,,,,1,1,,,0,0,1172,chr017_title_battle_1,17,24
3353,ビー,びー,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3354,ピース,ぴーす,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3355,ビースト,びーすと,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3356,ヒート,ひーと,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3357,ビーム,びーむ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3358,秘奥義,ひおうぎ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3359,非オタ,ひおた,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3360,被害,ひがい,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3361,被害妄想,ひがいもうそう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3362,控えめ,ひかえめ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3363,比較,ひかく,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3364,光,ひかり,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3365,匹,ひき,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3366,引き籠る,ひきこもる,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3367,引き裂いてあげる……！,ひきさいてあげる,shop,ha,hi,,,,,,1,1,,,0,0,1102,chr010_title_battle_2,10,0
3368,火剣,ひけん,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3369,庇護欲,ひごよく,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3370,日頃の行い,ひごろのおこない,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3371,久しぶり,ひさしぶり,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3372,肘だ,ひじだ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3373,非常,ひじょう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3374,非情,ひじょう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3375,微笑,びしょう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3376,美人,びじん,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3377,翡翠,ひすい,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3378,翡翠＆琥珀,ひすいあんどこはく,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3379,翡翠＆琥珀使い,ひすいあんどこはくつかい,shop,ha,hi,,,,,,1,1,,,0,0,1072,chr007_title_com_2,7,0
3380,翡翠＆琥珀マスター,ひすいあんどこはくますたー,shop,ha,hi,,,,,,1,1,,,0,0,1073,chr007_title_com_3,7,0
3381,翡翠＆琥珀見習い,ひすいあんどこはくみならい,shop,ha,hi,,,,,,1,1,,,0,0,1071,chr007_title_com_1,7,0
3382,翡翠ちゃん,ひすいちゃん,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3383,翡翠使い,ひすいつかい,shop,ha,hi,,,,,,1,1,,,0,0,1012,chr001_title_com_2,1,0
3384,翡翠マスター,ひすいますたー,shop,ha,hi,,,,,,1,1,,,0,0,1013,chr001_title_com_3,1,0
3385,翡翠見習い,ひすいみならい,shop,ha,hi,,,,,,1,1,,,0,0,1011,chr001_title_com_1,1,0
3386,ヒスコハ,ひすこは,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3387,悲壮感,ひそうかん,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3388,密かな,ひそかな,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3389,火種,ひだね,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3390,左,ひだり,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3391,引っ掛け,ひっかけ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3392,必殺,ひっさつ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3393,必中,ひっちゅう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3394,ヒット,ひっと,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3395,筆頭,ひっとう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3396,必要性,ひつようせい,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3397,人,ひと,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3398,瞳,ひとみ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3399,ひと悶着,ひともんちゃく,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3400,ビハインド,びはいんど,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3401,ビバ・ヴィーノ！,びばうぃーの,shop,ha,hi,,,,,,1,1,,,0,0,1052,chr005_title_battle_2,5,0
3402,雲雀,ひばり,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3403,秘密,ひみつ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3404,姫,ひめ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3405,百人長,ひゃくにんちょう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3406,冷ややか,ひややか,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3407,ピュア,ぴゅあ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3408,雹,ひょう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3409,氷河,ひょうが,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3410,氷結,ひょうけつ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3411,氷原に出るのか？,ひょうげんにでるのか,shop,ha,hi,,,,,,1,1,,,0,0,1091,chr009_title_cs_1,9,0
3412,氷点下,ひょうてんか,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3413,昼,ひる,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3414,昼行灯,ひるあんどん,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3415,比類がない,ひるいがない,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3416,拾う,ひろう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3417,披露,ひろう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3418,疲労,ひろう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3419,貧血,ひんけつ,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3420,貧乳,ひんにゅう,shop,ha,hi,,,,,,1,1,,,0,0,-1,-1,-1,0
3421,ファースト,ふぁーすと,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3422,ファイター,ふぁいたー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3423,ふぁいと、おー！,ふぁいとおー,shop,ha,hu,,,,,,1,1,,,0,0,1132,chr013_title_battle_1,13,0
3424,ファイナル,ふぁいなる,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3425,ファッション,ふぁっしょん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3426,ファビュラス,ふぁびゅらす,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3427,ファルコン,ふぁるこん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3428,ファン,ふぁん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3429,ファンクション,ふぁんくしょん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3430,ファンタジー,ふぁんたじー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3431,ファンタジスタ,ふぁんたじすた,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3432,ファントム,ふぁんとむ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3433,風,ふう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3434,封印,ふういん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3435,風王結界,ふうおうけっかい,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3436,風葬,ふうそう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3437,フード,ふーど,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3438,風林火山,ふうりんかざん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3439,不運,ふうん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3440,フェア,ふぇあ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3441,フェアリー,ふぇありー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3442,フェイク,ふぇいく,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3443,フェイス,ふぇいす,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3444,フェチ,ふぇち,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3445,フォールン,ふぉーるん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3446,フォレスト,ふぉれすと,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3447,部活,ぶかつ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3448,副,ふく,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3449,復讐,ふくしゅう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3450,不屈,ふくつ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3451,不屈の,ふくつの,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3452,不幸,ふこう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3453,無様,ぶざま,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3454,無様に楽しませてくれる？,ぶざまにたのしませてくれる,shop,ha,hu,,,,,,1,1,,,0,0,1102,chr010_title_battle_1,10,0
3455,不死,ふし,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3456,不思議,ふしぎ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3457,武人,ぶじん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3458,不遜,ふそん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3459,豚,ぶた,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3460,舞台,ぶたい,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3461,部長,ぶちょう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3462,普通,ふつう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3463,復活,ふっかつ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3464,腹筋,ふっきん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3465,沸騰,ふっとう,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3466,ぶっぱ,ぶっぱ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3467,太い,ふとい,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3468,懐,ふところ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3469,不敗,ふはい,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3470,ふふ、物好きな人ね,ふふものずきなひとね,shop,ha,hu,,,,,,1,1,,,0,0,1101,chr010_title_cs_2,10,0
3471,不変,ふへん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3472,不真面目,ふまじめ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3473,不満,ふまん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3474,不毛な,ふもうな,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3475,冬,ふゆ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3476,フライト,ふらいと,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3477,フラグ,ふらぐ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3478,プラス,ぷらす,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3479,ブラスター,ぶらすたー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3480,フラット,ふらっと,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3481,ブラッド,ぶらっど,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3482,フリー,ふりー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3483,フリクション,ふりくしょん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3484,ブリッツ,ぶりっつ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3485,ブリュンスタッド,ぶりゅんすたっど,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3486,ブリンガー,ぶりんがー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3487,フル,ふる,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3488,古い,ふるい,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3489,ブルジョワ,ぶるじょわ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3490,フレア,ふれあ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3491,ブレイカー,ぶれいかー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3492,ブレイク,ぶれいく,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3493,ブレイブ,ぶれいぶ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3494,フレイム,ふれいむ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3495,ブレード,ぶれーど,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3496,プレデター,ぷれでたー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3497,フレンズ,ふれんず,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3498,フレンド,ふれんど,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3499,プロ,ぷろ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3500,プログレッシブ,ぷろぐれっしぶ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3501,ブロッサム,ぶろっさむ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3502,プロデューサー,ぷろでゅーさー,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3503,フロンティア,ふろんてぃあ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3504,分,ふん,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3505,雰囲気,ふんいき,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3506,分家,ぶんけ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3507,粉砕,ふんさい,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3508,憤怒,ふんぬ,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3509,分離,ぶんり,shop,ha,hu,,,,,,1,1,,,0,0,-1,-1,-1,0
3510,へ,へ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3511,ヘア,へあ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3512,ベア,べあ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3513,兵,へい,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3514,平均,へいきん,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3515,平行,へいこう,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3516,閉塞的な,へいそくてきな,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3517,平素の,へいその,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3518,ベイビー,べいびー,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3519,閉幕,へいまく,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3520,平和,へいわ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3521,ペイン,ぺいん,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3522,ヘキサ,へきさ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
4171,ベスティーノ,べすてぃーの,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3523,ベスト,べすと,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3524,ヘタレ,へたれ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3525,ヘッド,へっど,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3526,へっぽこ,へっぽこ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3527,諂う,へつらう,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3528,ヘビー級,へびーきゅう,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3529,ペリドット,ぺりどっと,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3530,ペロペロ,ぺろぺろ,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3531,変化,へんか,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3532,ペンギン,ぺんぎん,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3533,変身,へんしん,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3534,返信,へんしん,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3535,変人,へんじん,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3536,変態,へんたい,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3537,変容期,へんようき,shop,ha,he,,,,,,1,1,,,0,0,-1,-1,-1,0
3538,ポイズン,ぽいずん,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3539,ポイント,ぽいんと,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3540,法衣,ほうい,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3541,包囲網,ほういもう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3542,鳳凰,ほうおう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3543,崩壊,ほうかい,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3544,ほうき少女,ほうきしょうじょ,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3545,箒星,ほうきぼし,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3546,忘却,ぼうきゃく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3547,防御,ぼうぎょ,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3548,防御的,ぼうぎょてき,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3549,宝具,ほうぐ,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3550,方言,ほうげん,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3551,咆哮,ほうこう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3552,暴食,ぼうしょく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3553,宝石,ほうせき,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3554,暴走,ぼうそう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3555,暴走アルクェイド,ぼうそうあるくぇいど,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3556,暴走アルクェイド使い,ぼうそうあるくぇいどつかい,shop,ha,ho,,,,,,1,1,,,0,0,1102,chr010_title_com_2,10,0
3557,暴走アルクェイドマスター,ぼうそうあるくぇいどますたー,shop,ha,ho,,,,,,1,1,,,0,0,1103,chr010_title_com_3,10,0
3558,暴走アルクェイド見習い,ぼうそうあるくぇいどみならい,shop,ha,ho,,,,,,1,1,,,0,0,1101,chr010_title_com_1,10,0
3559,方程式,ほうていしき,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3560,法典,ほうてん,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3561,奉納,ほうのう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3562,報復,ほうふく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3563,彷彿とさせる,ほうふつとさせる,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3564,豊富な,ほうふな,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3565,方便,ほうべん,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3566,包容力のある,ほうようりょくのある,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3567,放浪,ほうろう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3568,ボーカル,ぼーかる,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3569,ホーク,ほーく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3570,ホーリー,ほーりー,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3571,ホーリネス,ほーりねす,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3572,ホール,ほーる,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3573,捕獲,ほかく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3574,僕,ぼく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3575,北欧,ほくおう,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3576,僕たち,ぼくたち,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3577,朴念仁,ぼくねんじん,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3578,僕ら,ぼくら,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3579,星,ほし,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3580,欲しい,ほしい,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3581,星空,ほしぞら,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3582,ポジティブ,ぽじてぃぶ,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3583,捕食,ほしょく,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3584,捕食者,ほしょくしゃ,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3585,補正,ほせい,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
3586,補正切り,ほせいぎり,shop,ha,ho,,,,,,1,1,,,0,0,-1,-1,-1,0
